pass_id,sat_id,pass_num,timestamp,duration_min,orbital_mode,ground_station,battery_voltage,solar_current,power_bus_voltage,battery_soc,battery_temp,obc_temp,solar_panel_temp,attitude_error,angular_velocity,wheel_speed,rssi,ber,link_margin,cpu_usage,memory_usage,uptime_sec,error_count,operator_note,scenario_name
PASS-1367,SAT-2032,7,2026-06-30T17:00:00Z,9.99,sunlight,GS-KIRUNA,28.41,4.26,5.05,96.55,32.9,27.4,68.4,0.309,0.115,1220,-74.5,2.30E-08,10.2,34.3,45.7,162129.4,0,Thermal subsystem showing minor heating trend. Parameters monitored.,Thermal Drift
PASS-1368,SAT-2032,8,2026-06-30T18:30:00Z,11.04,sunlight,GS-ADELAIDE,28.3,4.56,5.05,94.88,33.9,27.4,68.1,0.283,0.106,1273,-74.5,2.62E-07,10.1,35.3,45.7,168191.8,0,Slight thermal elevation observed. Subsystems remain operational.,Thermal Drift
PASS-1369,SAT-2032,9,2026-06-30T20:00:00Z,10.79,transition,GS-KIRUNA,26.44,1.66,5.06,83.12,35.7,31.1,13.7,0.272,0.107,1312,-74.8,1.11E-07,9.9,37,46.1,174239.2,0,Battery temp approaching yellow limit. Heat dissipation active.,Thermal Drift
PASS-1370,SAT-2032,10,2026-06-30T21:30:00Z,8.88,eclipse,GS-ADELAIDE,25.53,0.024,5.01,75.94,37.3,30.6,-58.3,0.258,0.12,1286,-74.1,5.80E-08,10.9,39.8,46.7,180172,0,Battery temperature elevated. Thermal trend concerning.,Thermal Drift
PASS-1371,SAT-2033,1,2026-06-30T08:30:00Z,10.38,sunlight,GS-ADELAIDE,28.15,4.7,5.04,96.54,23.9,23.9,64.3,0.242,0.152,1242,-74.2,2.62E-07,11.9,34.5,51.4,330045.6,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1372,SAT-2033,2,2026-06-30T10:00:00Z,10.49,sunlight,GS-ADELAIDE,28.39,4.55,5.05,96.22,21.6,24.3,62.4,0.274,0.144,1207,-74.3,4.25E-07,11.3,36.2,52.3,336075,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1373,SAT-2033,3,2026-06-30T11:30:00Z,8.51,transition,GS-PERTH,26.37,1.73,5.01,88.48,23.1,29,6.5,0.34,0.137,1188,-74.6,3.52E-07,11.2,35.9,53.1,341985.6,0,Leaving shadow. Solar array beginning to generate power.,Nominal Operations
PASS-1374,SAT-2033,4,2026-06-30T13:00:00Z,9.43,eclipse,GS-GSOC,25.48,0.006,4.99,76.87,23.3,30.4,-54.6,0.333,0.12,1117,-73.7,4.93E-07,9.6,36.3,51.6,347951.4,0,Battery draw within predicted eclipse profile.,Nominal Operations
PASS-1375,SAT-2033,5,2026-06-30T14:30:00Z,10.52,eclipse,GS-GSOC,25.95,0.01,4.98,75,24.3,27.8,-54,0.324,0.124,1190,-75,1.75E-08,10.6,35.7,50,353982.6,0,"Eclipse duration elevated. Battery drawing down to 25.95V, monitoring charge curve.",Eclipse Stress
PASS-1376,SAT-2033,6,2026-06-30T16:00:00Z,10.53,eclipse,GS-MASPALOMAS,25.59,0.01,5.02,69,21.9,28.3,-58.9,0.324,0.116,1232,-74.8,2.40E-07,10.7,34.7,49.5,360014.4,0,"Eclipse duration elevated. Battery drawing down to 25.59V, monitoring charge curve.",Eclipse Stress
PASS-1377,SAT-2033,7,2026-06-30T17:30:00Z,9.78,eclipse,GS-GSOC,25.06,0.01,4.97,63,21,28.9,-57,0.345,0.118,1153,-73.3,3.47E-07,11.2,33.4,48.9,366001.2,0,"Eclipse duration elevated. Battery drawing down to 25.06V, monitoring charge curve.",Eclipse Stress
PASS-1378,SAT-2033,8,2026-06-30T19:00:00Z,9.29,eclipse,GS-PERTH,24.65,0.01,5.04,57,23.7,27.9,-58.3,0.275,0.124,1184,-73.3,2.09E-07,9.9,33.9,49,371958.6,0,"Eclipse duration elevated. Battery drawing down to 24.65V, monitoring charge curve.",Eclipse Stress
PASS-1379,SAT-2033,9,2026-06-30T20:30:00Z,11.16,eclipse,GS-ADELAIDE,24.23,0.01,5.01,51,22.3,28.6,-51.8,0.29,0.128,1158,-74.8,1.51E-07,11.2,33,48.8,378028.2,0,"Eclipse duration elevated. Battery drawing down to 24.23V, monitoring charge curve.",Eclipse Stress
PASS-1380,SAT-2033,10,2026-06-30T22:00:00Z,9.96,eclipse,GS-PERTH,23.71,0.01,4.97,45,19.8,26,-53.5,0.296,0.123,1215,-74.5,3.87E-07,10.4,32.3,47.8,384025.8,0,Battery voltage dipped to 23.71V. Discharge slope during eclipse remains high.,Eclipse Battery Warning
PASS-1381,SAT-2034,1,2026-06-30T09:00:00Z,10.09,sunlight,GS-GSOC,27.94,4.25,5.02,95,23.1,29.1,67.9,0.348,0.131,-1123,-73.7,1.71E-07,11.9,35.4,44.7,258139.6,0,Nominal sunlight pass. Battery SOC recovering.,Nominal Operations
PASS-1382,SAT-2034,2,2026-06-30T10:30:00Z,9.2,sunlight,GS-MASPALOMAS,28.38,4.14,5.02,95.01,21.6,29.4,66.7,0.378,0.141,-1157,-73,2.34E-07,10.9,33,44,264091.6,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1383,SAT-2034,3,2026-06-30T12:00:00Z,10.98,transition,GS-PERTH,26.35,1.99,5.11,87.7,22.7,27.6,1.6,0.421,0.13,-1133,-75.2,4.50E-07,10.9,33,43,270150.4,0,"Transitioning to sunlight, solar array output rising.",Nominal Operations
PASS-1384,SAT-2034,4,2026-06-30T13:30:00Z,9.8,eclipse,GS-MASPALOMAS,25.48,0.019,5.11,78.06,23.2,33.2,-55,0.439,0.127,-1189,-75.4,3.28E-07,11.9,32.6,43.9,276138.4,0,No solar array output. Battery voltage stable.,Nominal Operations
PASS-1385,SAT-2034,5,2026-06-30T15:00:00Z,9.17,eclipse,GS-SVALBARD,25.5,0.018,5.01,76.81,21.8,29.6,-63.3,0.416,0.132,-1169,-74.7,4.33E-07,9.6,34.4,44.3,282088.6,0,"Standard eclipse operations, thermal nominal.",Nominal Operations
PASS-1386,SAT-2034,6,2026-06-30T16:30:00Z,10.92,transition,GS-ADELAIDE,26.96,1.9,5.04,88.79,22.7,28.9,8.7,0.443,0.141,-1118,-88.7,2.00E-07,6,34.6,44.4,288143.8,0,Acquisition link signal weak at -88.7 dBm. Bit errors remain nominal.,Comms Marginal
PASS-1387,SAT-2034,7,2026-06-30T18:00:00Z,9.03,sunlight,GS-SVALBARD,28.15,4.32,5.03,93.37,21.9,26.5,67.4,0.484,0.152,-1183,-91.1,1.26E-06,4.8,32.2,42.5,294085.6,0,Minor RF noise observed during tracking. Link margin narrow.,Comms Degradation
PASS-1388,SAT-2034,8,2026-06-30T19:30:00Z,8.8,sunlight,GS-SVALBARD,28.09,4.82,5.04,95.63,22.7,25.6,66.2,0.46,0.163,-1201,-93.9,7.96E-06,3.6,31.4,42.8,300013.6,0,Link margin close to threshold. Comm system performance checked.,Comms Degradation
PASS-1389,SAT-2034,9,2026-06-30T21:00:00Z,9.26,transition,GS-KIRUNA,26.38,1.55,5,90.01,23.7,30.1,3.6,0.438,0.129,-1191,-97.7,5.02E-05,2.4,30.8,43,305969.2,0,Packet drops detected. BER showing minor upward trend.,Comms Degradation
PASS-1390,SAT-2034,10,2026-06-30T22:30:00Z,9.71,eclipse,GS-SVALBARD,24.76,0.026,5.03,78.15,21.1,23.7,-55.4,0.477,0.131,-1247,-99.4,0.000317,1.2,29.4,42.3,311951.8,0,Link quality failed: BER at 3.2e-04 with RSSI -99.4 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1391,SAT-2035,1,2026-06-30T09:30:00Z,9.4,sunlight,GS-MASPALOMAS,28.04,4.45,4.95,95.69,22.4,30.3,68.5,0.3,0.113,1197,-73.4,4.01E-07,10,35.1,44.5,295442.8,0,All solar panels generating power. Charging battery.,Nominal Operations
PASS-1392,SAT-2035,2,2026-06-30T11:00:00Z,10.18,sunlight,GS-PERTH,28.23,4.74,5,95.12,24.9,27,67.9,0.27,0.113,1227,-72,4.32E-07,10.5,38,45.7,301453.6,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1393,SAT-2035,3,2026-06-30T12:30:00Z,10.97,transition,GS-KIRUNA,27.14,1.69,5.05,90.91,23,27.5,12,0.248,0.111,1148,-72.5,2.97E-07,10.1,37,44.4,307511.8,0,"Transition mode, power bus voltage stable.",Nominal Operations
PASS-1394,SAT-2035,4,2026-06-30T14:00:00Z,10.14,eclipse,GS-ADELAIDE,25.72,0.02,4.99,79.88,23.7,27.4,-57,0.251,0.116,1201,-71.8,3.92E-07,10.3,38.2,42.6,313520.2,0,"Orbital shadow, EPS on battery draw only.",Nominal Operations
PASS-1395,SAT-2035,5,2026-06-30T15:30:00Z,9.59,eclipse,GS-KIRUNA,25.65,0.022,5.01,75.33,24.2,29.3,-53.2,0.282,0.126,1201,-72.1,2.16E-07,10.1,38.6,41.8,319495.6,0,Solar current is zero in shadow. Discharging battery.,Nominal Operations
PASS-1396,SAT-2035,6,2026-06-30T17:00:00Z,10.33,transition,GS-MASPALOMAS,26.59,1.85,5.01,90.15,20.9,26.8,14,0.234,0.129,1156,-71.4,4.39E-07,11.1,36.9,41.4,325515.4,0,"Transitioning to sunlight, solar array output rising.",Nominal Operations
PASS-1397,SAT-2035,7,2026-06-30T18:30:00Z,10.43,sunlight,GS-PERTH,28.03,4.37,5.04,94.39,24.1,30.5,68.4,0.277,0.142,1106,-70.1,2.03E-07,9.9,33.6,42.4,331541.2,0,Solar array output stable. Bus voltage nominal.,Nominal Operations
PASS-1398,SAT-2035,8,2026-06-30T20:00:00Z,10.44,sunlight,GS-PERTH,27.99,4.39,5.04,96.18,23.9,29.6,74.2,0.252,0.153,1028,-70.9,2.44E-07,9.6,31.3,42.9,337567.6,0,"Sunlight pass, battery charge rate within predicted models.",Nominal Operations
PASS-1399,SAT-2035,9,2026-06-30T21:30:00Z,9,transition,GS-GSOC,26.4,1.95,4.99,89.24,22.3,30.3,-1.9,0.277,0.152,974,-70.4,3.33E-07,11,30.6,42.8,343507.6,0,"Transition mode, power bus voltage stable.",Nominal Operations
PASS-1400,SAT-2035,10,2026-06-30T23:00:00Z,8.62,eclipse,GS-SVALBARD,25.63,0.027,4.96,77.22,21.8,23.3,-53.6,0.225,0.141,984,-70.8,3.63E-07,11.5,29.2,44.2,349424.8,0,Solar current is zero in shadow. Discharging battery.,Nominal Operations
PASS-1401,SAT-2036,1,2026-06-30T10:00:00Z,9.8,sunlight,GS-SVALBARD,28.4,4.42,5,95.07,22.1,29.4,62.7,0.379,0.108,-1071,-72.6,2.57E-07,11.6,31.6,47.6,321417.8,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1402,SAT-2036,2,2026-06-30T11:30:00Z,10.97,sunlight,GS-MASPALOMAS,28.2,4.4,5.07,94.53,18.6,28.6,70.5,0.395,0.101,-1029,-74.3,1.72E-07,9.9,32.6,47.2,327476,0,"Sunlight pass, battery charge rate within predicted models.",Nominal Operations
PASS-1403,SAT-2036,3,2026-06-30T13:00:00Z,10.38,transition,GS-MASPALOMAS,26.56,1.97,5.02,90.98,20.8,28.2,19.5,0.376,0.101,-970,-72.8,1.69E-07,10.8,32.3,47.8,333498.8,0,"Transitioning to sunlight, solar array output rising.",Nominal Operations
PASS-1404,SAT-2036,4,2026-06-30T14:30:00Z,9.07,eclipse,GS-SVALBARD,24.94,0.019,4.99,79.81,21.1,29.4,-54.5,0.36,0.118,-960,-72.4,2.05E-07,11.3,30.6,46.2,339443,0,"Eclipse entry, solar current zeroed as expected.",Nominal Operations
PASS-1405,SAT-2036,5,2026-06-30T16:00:00Z,11.18,eclipse,GS-KIRUNA,25.86,0.019,5.02,75.04,22.1,29.6,-58.4,0.382,0.112,-957,-87.1,2.00E-07,6,33.6,46.8,345513.8,0,Acquisition link signal weak at -87.1 dBm. Bit errors remain nominal.,Comms Marginal
PASS-1406,SAT-2036,6,2026-06-30T17:30:00Z,9.73,transition,GS-MASPALOMAS,26.48,1.81,5.08,85.51,25.1,25.8,10,0.376,0.112,-957,-91.1,1.26E-06,4.8,33.8,47.5,351497.6,0,Minor RF noise observed during tracking. Link margin narrow.,Comms Degradation
PASS-1407,SAT-2036,7,2026-06-30T19:00:00Z,11.38,sunlight,GS-PERTH,28.24,4.6,4.99,93.24,21.5,27.1,63.1,0.389,0.124,-1032,-95,7.96E-06,3.6,35.3,49.7,357580.4,0,Comms subsystem experiencing elevated noise floor.,Comms Degradation
PASS-1408,SAT-2036,8,2026-06-30T20:30:00Z,9.04,sunlight,GS-SVALBARD,28.23,4.21,5,94.98,20.4,33,63.8,0.343,0.123,-978,-98.3,5.02E-05,2.4,35.5,51,363522.8,0,Comms subsystem experiencing elevated noise floor.,Comms Degradation
PASS-1409,SAT-2036,9,2026-06-30T22:00:00Z,10,transition,GS-MASPALOMAS,26.76,1.85,5.03,88.99,19.7,30.5,18.5,0.295,0.12,-1007,-99.5,0.000317,1.2,36.3,52.2,369522.8,0,Link quality failed: BER at 3.2e-04 with RSSI -99.5 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1410,SAT-2036,10,2026-06-30T23:30:00Z,9.65,eclipse,GS-GSOC,25.35,0.019,5.03,79.44,20.4,26.3,-56.4,0.263,0.12,-1020,-102.2,0.002,0.5,35.8,50.7,375501.8,0,Link quality failed: BER at 2.0e-03 with RSSI -102.2 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1411,SAT-2037,1,2026-06-30T10:30:00Z,10.56,sunlight,GS-GSOC,28.19,4.49,5.01,94.27,20.5,25.8,74.3,0.401,0.098,1308,-74.7,2.16E-08,10.4,34.5,47.2,155249.9,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1412,SAT-2037,2,2026-06-30T12:00:00Z,10.98,sunlight,GS-MASPALOMAS,28.31,4.35,5.01,96.47,23.8,28.1,63.4,0.463,0.113,1315,-74.3,4.25E-07,9.1,34.9,47.5,161308.7,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1413,SAT-2037,3,2026-06-30T13:30:00Z,8.69,transition,GS-MASPALOMAS,26.68,1.74,5.04,86.88,20.1,26.4,16.6,0.427,0.106,1294,-73,3.28E-07,9.8,35.1,47,167230.1,0,"Transition mode, power bus voltage stable.",Nominal Operations
PASS-1414,SAT-2037,4,2026-06-30T15:00:00Z,10,eclipse,GS-PERTH,25.24,0.023,5,77.43,20.3,29.2,-51.2,0.35,0.103,1327,-72.7,1.62E-07,10.5,33.2,46.5,173230.1,0,Minor ADCS pointing jitter. Wheel speed at 1327 RPM.,ADCS Nominal Drift
PASS-1415,SAT-2037,5,2026-06-30T16:30:00Z,10.58,eclipse,GS-KIRUNA,25.62,0.022,5.03,79.14,23.4,28.8,-56.3,0.9,0.109,1678,-72.8,3.47E-07,11.5,33.9,46.7,179264.9,0,Minor ADCS pointing jitter. Wheel speed at 1678 RPM.,ADCS Nominal Drift
PASS-1416,SAT-2037,6,2026-06-30T18:00:00Z,10.63,transition,GS-ADELAIDE,26.68,1.81,4.99,89.09,25.1,29.9,11.7,1.45,0.124,2029,-73.1,4.41E-07,10.6,36.8,47.5,185302.7,0,Minor ADCS pointing jitter. Wheel speed at 2029 RPM.,ADCS Nominal Drift
PASS-1417,SAT-2037,7,2026-06-30T19:30:00Z,9.3,sunlight,GS-SVALBARD,28.17,4.39,5.04,96.64,22.4,26.5,70.9,2,0.124,2380,-73.3,4.22E-07,10.3,35.2,46.3,191260.7,0,Minor ADCS pointing jitter. Wheel speed at 2380 RPM.,ADCS Nominal Drift
PASS-1418,SAT-2037,8,2026-06-30T21:00:00Z,10.03,sunlight,GS-GSOC,28.16,4.48,5.02,95.11,21.5,28.6,70.3,2.55,0.122,2731,-73.7,1.44E-07,10.6,32.9,47.7,197262.5,0,Minor ADCS pointing jitter. Wheel speed at 2731 RPM.,ADCS Nominal Drift
PASS-1419,SAT-2037,9,2026-06-30T22:30:00Z,9.56,transition,GS-GSOC,26.59,1.65,4.99,89.57,20.8,29.1,8.7,3.1,0.116,3082,-74.4,2.30E-07,9.7,32.9,46.5,203236.1,0,ADCS warning: pointing error at 3.1°. High wheel speed at 3082 RPM.,ADCS Warning
PASS-1420,SAT-2037,10,2026-07-01T00:00:00Z,9.56,eclipse,GS-PERTH,25.36,0.022,5.03,75.2,23.3,30.6,-59.4,3.65,0.132,3433,-72.4,4.43E-07,10.2,29.5,46.7,209209.7,0,ADCS warning: pointing error at 3.65°. High wheel speed at 3433 RPM.,ADCS Warning
PASS-1421,SAT-2038,1,2026-06-30T11:00:00Z,8.52,sunlight,GS-ADELAIDE,28.16,4.56,5,94.23,22,25.9,66.5,0.264,0.06,1241,-72.7,3.71E-07,9.3,37.7,49.6,275950.8,0,"Sunlight tracking nominal, EPS fully charged.",Nominal Operations
PASS-1422,SAT-2038,2,2026-06-30T12:30:00Z,9.63,sunlight,GS-MASPALOMAS,28.13,4.52,5,94.57,21.2,29.2,70.1,0.23,0.06,1206,-72.6,4.18E-07,9.8,36.5,50.1,281928.6,0,All solar panels generating power. Charging battery.,Nominal Operations
PASS-1423,SAT-2038,3,2026-06-30T14:00:00Z,11.47,transition,GS-GSOC,26.71,1.59,5.07,87.15,23.5,26.6,10.8,0.214,0.058,1138,-72.6,2.14E-07,10.1,35.7,50.5,288016.8,0,"Transitioning to sunlight, solar array output rising.",Nominal Operations
PASS-1424,SAT-2038,4,2026-06-30T15:30:00Z,9.91,eclipse,GS-KIRUNA,25.77,0.024,5.03,80.12,22,26,-52,0.266,0.066,1191,-72,1.77E-07,11.2,35,48.2,294011.4,0,"Eclipse pass, thermal subsystem maintaining temperature.",Nominal Operations
PASS-1425,SAT-2038,5,2026-06-30T17:00:00Z,9.97,eclipse,GS-SVALBARD,25.63,0.021,5.06,75.97,20.6,27,-57.7,0.265,0.076,1137,-72,2.33E-07,9.9,34.6,47.1,300009.6,0,"Eclipse pass, thermal subsystem maintaining temperature.",Nominal Operations
PASS-1426,SAT-2038,6,2026-06-30T18:30:00Z,10.87,transition,GS-SVALBARD,26.74,1.58,5.05,89.41,24.2,28.2,9.7,0.222,0.075,1115,-71,2.08E-07,10.9,33.9,47,306061.8,0,"Transitioning to sunlight, solar array output rising.",Nominal Operations
PASS-1427,SAT-2038,7,2026-06-30T20:00:00Z,11.08,sunlight,GS-MASPALOMAS,28.08,4.49,5.02,94.48,23.2,27.5,62.7,0.258,0.061,1181,-72.1,4.58E-07,11.3,33.4,48.3,312126.6,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1428,SAT-2038,8,2026-06-30T21:30:00Z,9.1,sunlight,GS-KIRUNA,28.31,4.54,5.04,95.58,22.9,25.9,68.1,0.234,0.078,1127,-69.5,4.78E-07,12,33,49.4,318072.6,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1429,SAT-2038,9,2026-06-30T23:00:00Z,10.19,transition,GS-SVALBARD,26.77,1.77,5.05,88.41,21.6,30.4,1.6,0.233,0.077,1066,-69.4,3.46E-07,12.6,30.2,50.8,324084,0,Orbit transition phase. Subsystem parameters adjusting.,Nominal Operations
PASS-1430,SAT-2038,10,2026-07-01T00:30:00Z,8.98,eclipse,GS-PERTH,25.45,0.015,5.03,83.21,19,27.5,-56.4,0.242,0.06,1132,-70.1,3.33E-07,11.4,28.7,50.2,330022.8,0,"Battery discharging during shadow phase, values nominal.",Nominal Operations
PASS-1431,SAT-2039,1,2026-06-30T11:30:00Z,11.1,sunlight,GS-PERTH,26.37,4.43,5.08,74.3,21.9,25.7,68.6,0.334,0.136,1305,-72.6,8.98E-08,11,30.5,49.3,159967.3,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1432,SAT-2039,2,2026-06-30T13:00:00Z,8.92,sunlight,GS-KIRUNA,26.02,4.11,5.01,70.7,23.8,28.2,73.3,0.372,0.13,1324,-71.4,3.33E-07,10.6,28.5,47,165902.5,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1433,SAT-2039,3,2026-06-30T14:30:00Z,11.29,transition,GS-ADELAIDE,25.6,1.69,5.02,66.5,20.9,26.2,11.7,0.33,0.134,1392,-72.1,1.76E-07,10.3,26.7,47.5,171979.9,0,Orbit transition phase. Subsystem parameters adjusting.,Nominal Operations
PASS-1434,SAT-2039,4,2026-06-30T16:00:00Z,9.27,eclipse,GS-ADELAIDE,25.21,0.014,4.98,62.8,19.6,28.7,-54.3,0.322,0.134,1398,-72.4,1.40E-07,10.5,26.7,46,177936.1,0,"Orbital shadow, EPS on battery draw only.",Nominal Operations
PASS-1435,SAT-2039,5,2026-06-30T17:30:00Z,10.44,eclipse,GS-KIRUNA,24.81,0.018,5.08,58.5,23,29.7,-59,0.324,0.14,1450,-72.2,3.02E-07,8.8,25.6,46.1,183962.5,0,"Orbital shadow, EPS on battery draw only.",Nominal Operations
PASS-1436,SAT-2039,6,2026-06-30T19:00:00Z,11.09,transition,GS-MASPALOMAS,24.39,1.71,5.02,54.5,24.2,31.1,11,0.348,0.136,1475,-71.5,4.31E-07,11,25.2,46.5,190027.9,0,Monitoring linear discharge trend on battery bus.,Voltage Drift Trend
PASS-1437,SAT-2039,7,2026-06-30T20:30:00Z,8.85,sunlight,GS-GSOC,23.98,4.84,5.05,49.8,20.6,27.1,63,0.309,0.142,1484,-71.6,1.51E-07,9.9,27.2,46.3,195958.9,0,Battery voltage at 23.98V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1438,SAT-2039,8,2026-06-30T22:00:00Z,10.3,sunlight,GS-PERTH,23.63,4.63,5.04,46.2,23.3,30.5,68.9,0.284,0.152,1494,-72.9,1.08E-07,10.7,26,45.7,201976.9,0,Battery voltage at 23.63V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1439,SAT-2039,9,2026-06-30T23:30:00Z,10.69,transition,GS-PERTH,23.17,1.94,5.01,42,22.3,25.7,9,0.306,0.14,1549,-73.2,4.36E-07,11.8,29.3,44,208018.3,0,Battery voltage at 23.17V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1440,SAT-2039,10,2026-07-01T01:00:00Z,10.44,eclipse,GS-GSOC,22.8,0.027,5.08,37.7,21.5,28.7,-52.8,0.27,0.147,1619,-72.9,2.26E-07,9.1,28.1,42.8,214044.7,0,Battery voltage at 22.8V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1441,SAT-2040,1,2026-06-30T00:00:00Z,9.59,sunlight,GS-PERTH,28.11,4.58,5,95.33,22.6,25.4,67.3,0.315,0.146,-1318,-72.7,1.54E-07,11,37.4,51.4,227687.5,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1442,SAT-2040,2,2026-06-30T01:30:00Z,9.85,sunlight,GS-MASPALOMAS,28.3,4.5,5,95.45,19.6,27.2,71.3,0.339,0.145,-1369,-72.2,4.70E-07,10.1,37.9,51.2,233678.5,0,"Sunlight operations stable, EPS performing well.",Nominal Operations
PASS-1443,SAT-2040,3,2026-06-30T03:00:00Z,11.16,transition,GS-ADELAIDE,26.75,1.78,5.02,91.8,21.5,31,-0.2,0.34,0.146,-1380,-71.7,1.09E-07,9.2,37.7,51.2,239748.1,0,"Transition pass, checking battery charge switch-over.",Nominal Operations
PASS-1444,SAT-2040,4,2026-06-30T04:30:00Z,8.52,eclipse,GS-GSOC,25.56,0.02,4.99,76.69,22.7,28.7,-54.1,0.338,0.152,-1458,-71.8,1.90E-07,10.5,35.5,50.2,245659.3,0,Satellite in eclipse. Power subsystem performing within specs.,Nominal Operations
PASS-1445,SAT-2040,5,2026-06-30T06:00:00Z,10.93,eclipse,GS-ADELAIDE,25.44,0.019,4.99,81.75,22.1,25.9,-57.2,0.338,0.157,-1407,-87.8,2.00E-07,6,34.6,50.6,251715.1,0,Acquisition link signal weak at -87.8 dBm. Bit errors remain nominal.,Comms Marginal
PASS-1446,SAT-2040,6,2026-06-30T07:30:00Z,11.2,transition,GS-KIRUNA,26.75,1.88,5.02,87.04,20.4,30.2,19.3,0.373,0.145,-1445,-91.4,1.26E-06,4.8,33.9,52.1,257787.1,0,Packet drops detected. BER showing minor upward trend.,Comms Degradation
PASS-1447,SAT-2040,7,2026-06-30T09:00:00Z,9.54,sunlight,GS-ADELAIDE,28.24,4.36,5.06,95.31,19.4,26.1,70.4,0.371,0.145,-1498,-92.8,7.96E-06,3.6,32.4,52.8,263759.5,0,Comms subsystem experiencing elevated noise floor.,Comms Degradation
PASS-1448,SAT-2040,8,2026-06-30T10:30:00Z,10.61,sunlight,GS-KIRUNA,27.99,4.19,5.06,95.69,23.2,30.2,72.1,0.343,0.16,-1575,-96.8,5.02E-05,2.4,32.1,52.7,269796.1,0,"Tracking lock unstable, high BER reported.",Comms Degradation
PASS-1449,SAT-2040,9,2026-06-30T12:00:00Z,8.7,transition,GS-SVALBARD,26.89,1.67,5.01,87.64,23.4,27.9,16.1,0.317,0.125,-1626,-99.9,0.000317,1.2,36.7,51.9,275718.1,0,Link quality failed: BER at 3.2e-04 with RSSI -99.9 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1450,SAT-2040,10,2026-06-30T13:30:00Z,10.35,eclipse,GS-ADELAIDE,25.61,0.026,5.02,72.88,21.8,25.6,-63.5,0.305,0.124,-1567,-102,0.002,0.5,36.5,50.4,281739.1,0,Link quality failed: BER at 2.0e-03 with RSSI -102.0 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1451,SAT-2041,1,2026-06-30T00:30:00Z,8.56,sunlight,GS-GSOC,28.32,4.69,5,94.37,31.8,28.2,64.8,0.293,0.113,-1270,-73.8,1.72E-07,10.6,34,51.1,303294.9,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1452,SAT-2041,2,2026-06-30T02:00:00Z,10.6,sunlight,GS-PERTH,27.91,4.59,5,95.27,32.2,28.8,66.2,0.309,0.095,-1308,-72.6,4.02E-07,11.7,34.2,51,309330.9,0,All solar panels generating power. Charging battery.,Nominal Operations
PASS-1453,SAT-2041,3,2026-06-30T03:30:00Z,9.76,transition,GS-GSOC,26.45,1.85,4.98,87.81,31.9,26.2,13.3,0.305,0.098,-1386,-71.5,3.38E-07,10.5,38.2,52.2,315316.5,0,"Entering eclipse transition, solar current decreasing.",Nominal Operations
PASS-1454,SAT-2041,4,2026-06-30T05:00:00Z,8.66,eclipse,GS-ADELAIDE,25.32,0.009,5.02,78.71,31.8,27.3,-56.8,0.335,0.084,-1397,-71.7,3.13E-07,10.6,36.3,51.3,321236.1,0,Solar current is zero in shadow. Discharging battery.,Nominal Operations
PASS-1455,SAT-2041,5,2026-06-30T06:30:00Z,11.15,eclipse,GS-ADELAIDE,25.4,0.025,5.06,78.46,32.1,26.7,-51.8,0.351,0.081,-1432,-70.2,1.56E-07,11,36,50.3,327305.1,0,"Eclipse pass, thermal subsystem maintaining temperature.",Nominal Operations
PASS-1456,SAT-2041,6,2026-06-30T08:00:00Z,9.93,transition,GS-ADELAIDE,26.73,2,4.97,87.27,32.3,24.3,14.1,0.306,0.082,-1455,-71.8,3.72E-07,10.5,35.9,49.6,333300.9,0,OBC thermal parameters elevated. Fan/heater state confirmed off.,Thermal Drift
PASS-1457,SAT-2041,7,2026-06-30T09:30:00Z,11.43,sunlight,GS-MASPALOMAS,28.32,4.51,5.01,97.68,33.3,28.6,67.2,0.342,0.081,-1523,-72.5,4.41E-07,11.4,37.8,49.9,339386.7,0,OBC board temperature higher than normal baseline.,Thermal Drift
